Date,Opening price,Closing price,Highest price,Lowest price,Transaction volume,Transaction amount
2021-12-03 08:00:00,56741.8,56585.0,56812.5,56471.0,108.8100712,6159726.761892042
2021-12-03 09:00:00,56585.1,56819.8,56852.2,56437.0,131.75516426,7454671.923024618
2021-12-03 10:00:00,56819.7,56840.8,57320.9,56691.5,237.51411607,13539593.85171866
2021-12-03 11:00:00,56840.9,56968.0,57153.1,56820.5,146.31251107,8336803.053470821
2021-12-03 12:00:00,56968.0,56803.5,57200.0,56753.0,165.90095893,9447384.125783091
2021-12-03 13:00:00,56803.5,56865.8,57600.0,56749.0,285.99822869,16331787.659618799
2021-12-03 14:00:00,56865.8,56252.3,56933.5,56170.0,255.71835373,14466200.487954492
2021-12-03 15:00:00,56252.3,55965.6,56340.0,55691.4,431.82639487,24204004.2889959
2021-12-03 16:00:00,55965.6,54987.5,55965.6,54850.2,743.36155245,41153300.1084008
2021-12-03 17:00:00,54987.7,54971.5,55077.5,54581.3,467.55702363,25664077.91475956
2021-12-03 18:00:00,54971.4,54874.8,55147.0,54418.2,365.40527128,20054505.680243254
2021-12-03 19:00:00,54882.1,53816.0,54906.1,53730.1,664.34733236,36026654.13363362
2021-12-03 20:00:00,53816.0,53493.3,54039.3,51367.0,1568.76490466,83160064.33736677
2021-12-03 21:00:00,53493.4,53610.9,54091.0,53371.2,473.68726276,25469822.215235986
2021-12-03 22:00:00,53608.7,53411.1,53736.9,53030.9,343.38599605,18362504.135364532
2021-12-03 23:00:00,53411.1,53630.4,53836.0,53344.7,243.76345135,13071570.103829939
2021-12-04 00:00:00,53611.6,53029.3,53855.0,53000.0,301.25130071,16096664.868957562
2021-12-04 01:00:00,53030.4,53003.6,53192.2,52593.7,469.08867953,24814416.05006122
2021-12-04 02:00:00,53003.7,53112.5,53119.4,52714.3,207.32813431,10979103.220097959
2021-12-04 03:00:00,53112.4,51991.4,53115.2,51991.3,431.48213633,22660856.516257036
2021-12-04 04:00:00,51992.2,50131.7,52613.1,48300.0,1190.77395434,60743142.08057042
2021-12-04 05:00:00,50131.7,47506.7,50429.9,40589.0,1698.37365684,79232071.28415717
2021-12-04 06:00:00,47506.7,47431.6,47983.0,46500.3,1495.53282631,70892703.72686663
2021-12-04 07:00:00,47431.6,47257.5,47633.0,46509.0,1292.32477134,60950216.83995364
2021-12-04 08:00:00,47251.1,47508.3,47949.6,46954.1,786.24924682,37331284.85576255
2021-12-04 09:00:00,47508.2,47493.3,47704.7,47291.6,532.22684648,25252281.172240015
2021-12-04 10:00:00,47493.2,47377.8,47589.7,46799.9,630.13699949,29790061.590821933
2021-12-04 11:00:00,47377.7,46479.3,47393.0,46125.7,680.66358456,31763757.767878227
2021-12-04 12:00:00,46479.4,47076.2,47590.4,46474.2,785.66928985,37021043.35703217
2021-12-04 13:00:00,47076.3,47378.1,47441.0,46735.1,562.46241377,26527689.500678327
2021-12-04 14:00:00,47378.2,47836.5,47857.0,47258.6,657.19071485,31234269.410094175
2021-12-04 15:00:00,47836.6,48206.7,48538.9,47763.4,856.79994231,41296857.753773935
2021-12-04 16:00:00,48206.8,47840.8,48476.0,47766.7,563.09504605,27095079.633533675
2021-12-04 17:00:00,47840.8,48246.5,48372.0,47769.5,577.98541858,27729234.27492074
2021-12-04 18:00:00,48246.6,48876.8,48877.9,48166.5,634.37780875,30781635.115103435
2021-12-04 19:00:00,48876.8,49260.2,49451.6,48633.0,486.01946519,23922274.799276806
2021-12-04 20:00:00,49260.2,49252.4,49480.0,48956.6,562.60135597,27716459.84705318
2021-12-04 21:00:00,49252.4,48700.4,49348.3,48463.7,622.55980201,30404561.79012903
2021-12-04 22:00:00,48700.4,49215.7,49294.9,48605.5,310.64293946,15175808.900016423
2021-12-04 23:00:00,49215.8,49166.5,49480.6,48819.0,498.62999313,24499871.034776926
2021-12-05 00:00:00,49166.5,48950.2,49691.2,48320.2,703.68039346,34517596.70832617
2021-12-05 01:00:00,48952.5,49020.2,49234.6,48662.2,373.78465362,18297129.089876845
2021-12-05 02:00:00,49020.2,49057.4,49100.0,48790.1,377.61383926,18477922.66276873
2021-12-05 03:00:00,49057.4,49180.9,49383.9,48844.4,413.34910503,20321610.009695858
2021-12-05 04:00:00,49180.9,48947.6,49254.1,48837.0,386.62683118,18950905.347709756
2021-12-05 05:00:00,48951.9,49427.9,49439.0,48869.0,194.80546385,9578780.798960561
2021-12-05 06:00:00,49427.9,49477.2,49600.0,49210.0,308.09033114,15221763.67872297
2021-12-05 07:00:00,49477.1,49286.5,49686.6,49215.8,320.36163294,15850287.46218315
2021-12-05 08:00:00,49286.5,49476.7,49572.0,49149.5,243.27787351,12012756.5231676
2021-12-05 09:00:00,49476.7,49000.0,49476.7,48731.0,459.08162613,22522591.680856414
2021-12-05 10:00:00,48999.9,49233.8,49425.5,48851.2,362.89892597,17854464.235561516
2021-12-05 11:00:00,49233.7,49241.3,49388.4,48992.0,231.63018384,11403575.721813943
2021-12-05 12:00:00,49235.6,49381.8,49675.9,49075.6,361.57170098,17876065.538000654
2021-12-05 13:00:00,49381.7,49294.4,49434.6,49145.0,289.14090139,14253765.722072873
2021-12-05 14:00:00,49294.4,48924.6,49347.1,48799.7,462.936685,22687758.440044157
2021-12-05 15:00:00,48932.2,47958.8,49113.8,47726.0,808.27113217,39009204.523300454
2021-12-05 16:00:00,47954.5,48485.5,48750.0,47891.8,599.98281606,29040036.448062293
2021-12-05 17:00:00,48485.5,49268.0,49307.3,48364.9,441.30269212,21603214.18371232
2021-12-05 18:00:00,49268.0,49093.5,49343.8,49069.8,295.94247129,14556903.217901785
2021-12-05 19:00:00,49093.6,48906.0,49129.7,48284.1,527.54164816,25659123.57079093
2021-12-05 20:00:00,48906.0,48822.1,49031.0,48536.2,308.14214125,15052955.857196942
2021-12-05 21:00:00,48822.2,49154.7,49200.0,48502.2,418.74680759,20483486.52279263
2021-12-05 22:00:00,49154.7,49230.0,49230.6,48774.4,481.30331386,23598863.114696205
2021-12-05 23:00:00,49230.1,49398.1,49550.0,48999.9,618.88801016,30487658.281493142
2021-12-06 00:00:00,49398.5,48744.8,49440.0,48417.1,559.70626592,27311704.204593655
2021-12-06 01:00:00,48744.8,48800.2,49000.0,48281.6,437.72679065,21296597.242225386
2021-12-06 02:00:00,48800.2,48869.3,49133.6,48732.9,258.36828793,12638576.861705635
2021-12-06 03:00:00,48869.4,49022.6,49192.0,48825.9,229.93649067,11268230.725394499
2021-12-06 04:00:00,49026.2,48984.1,49260.0,48962.7,198.59821335,9753534.588657478
2021-12-06 05:00:00,48984.2,48670.9,49085.6,48670.8,242.66689114,11862592.02452784
2021-12-06 06:00:00,48670.9,48153.9,48760.0,48057.0,356.79978004,17292575.59846255
2021-12-06 07:00:00,48153.9,48420.0,48439.9,47716.0,727.28789779,34965971.432394914
2021-12-06 08:00:00,48420.0,48167.0,49410.1,47827.4,793.44908352,38445913.57502599
2021-12-06 09:00:00,48167.0,47426.4,48329.9,47120.3,783.55137793,37379262.99737748
2021-12-06 10:00:00,47426.3,47475.5,47814.9,47298.3,525.35445097,24986738.795570806
2021-12-06 11:00:00,47475.4,48598.4,48738.4,47189.5,1034.43183453,49610196.07454699
2021-12-06 12:00:00,48598.4,48471.8,48823.9,48306.0,630.33872423,30620444.913520265
2021-12-06 13:00:00,48471.8,48309.0,48697.0,48019.2,401.30066714,19402083.422934767
2021-12-06 14:00:00,48309.1,48199.2,48560.0,47800.0,474.06756804,22834134.233465564
2021-12-06 15:00:00,48199.2,48954.1,48984.3,48021.1,597.65199042,29017855.858565085
2021-12-06 16:00:00,48954.3,49141.2,49196.0,48663.4,523.18970691,25619173.63121864
2021-12-06 17:00:00,49141.3,48962.2,49250.0,48880.7,410.82069981,20159908.051682416
2021-12-06 18:00:00,48962.2,49198.6,49245.0,48775.0,663.14411363,32487750.797934942
2021-12-06 19:00:00,49198.6,49094.7,49383.3,49070.0,365.9547257,18020706.73052302
