Date,Opening price,Closing price,Highest price,Lowest price,Transaction volume,Transaction amount
2021-11-24 12:00:00,56628.5,56444.7,56736.3,56409.3,258.281861,14603928.549609123
2021-11-24 13:00:00,56444.8,56031.3,56848.7,56008.5,486.58774651,27439722.18589545
2021-11-24 14:00:00,56031.3,56134.8,56323.0,55868.0,636.21048654,35676314.15706552
2021-11-24 15:00:00,56134.7,56746.6,57164.4,56084.8,540.28073812,30541360.303933464
2021-11-24 16:00:00,56744.4,56617.6,56859.2,56570.0,407.17568783,23085853.772078417
2021-11-24 17:00:00,56617.6,56539.1,56791.8,56478.9,313.37971689,17740603.097395778
2021-11-24 18:00:00,56539.1,56810.5,57111.4,56508.8,390.02922351,22160304.85985198
2021-11-24 19:00:00,56810.4,56818.4,56876.4,56581.9,295.22542198,16752454.327027312
2021-11-24 20:00:00,56818.3,57403.0,57423.2,56722.5,450.78893783,25718313.30090858
2021-11-24 21:00:00,57400.8,57313.1,57465.3,57197.8,309.82036692,17764940.43229661
2021-11-24 22:00:00,57312.6,56984.2,57438.9,56850.9,181.70389175,10389990.257473037
2021-11-24 23:00:00,56984.1,57136.9,57223.0,56961.9,275.00079442,15697478.921907634
2021-11-25 00:00:00,57136.9,58019.9,58287.8,57114.2,498.29414552,28741672.170835383
2021-11-25 01:00:00,58019.8,57755.7,58269.0,57673.1,298.29815113,17279236.270898826
2021-11-25 02:00:00,57755.7,57716.6,57892.1,57500.0,239.45094621,13804272.9167609
2021-11-25 03:00:00,57716.6,57741.3,57786.1,57566.4,169.92206088,9803831.793631908
2021-11-25 04:00:00,57741.4,57238.0,57810.9,57155.5,259.997675,14935893.782065568
2021-11-25 05:00:00,57238.0,57118.5,57283.9,57000.0,201.86016746,11533889.174309624
2021-11-25 06:00:00,57118.5,57260.1,57351.6,57082.0,204.67689238,11715610.81243457
2021-11-25 07:00:00,57260.0,57653.9,57699.5,57260.0,209.52958115,12054064.136574188
2021-11-25 08:00:00,57653.9,57573.3,57920.0,57561.1,211.52688815,12211284.48462577
2021-11-25 09:00:00,57573.2,57754.8,57785.0,57346.9,217.61317936,12516678.268190265
2021-11-25 10:00:00,57754.9,57983.9,58470.4,57717.3,436.82609673,25389450.79686472
2021-11-25 11:00:00,57984.6,58023.5,58077.3,57855.5,306.99899529,17785487.925532285
2021-11-25 12:00:00,58023.6,58660.9,58719.0,57920.5,469.48781621,27397846.14007459
2021-11-25 13:00:00,58655.6,58549.8,58857.1,58422.5,407.92127488,23920030.56718417
2021-11-25 14:00:00,58549.8,58715.0,58777.3,58466.6,237.99560076,13943633.034465246
2021-11-25 15:00:00,58714.9,59044.1,59132.0,58591.0,380.8903192,22397477.72603832
2021-11-25 16:00:00,59044.1,58991.1,59400.0,58855.1,519.45758363,30714508.678562902
2021-11-25 17:00:00,58988.8,59153.9,59273.9,58979.9,290.81373889,17195865.97795385
2021-11-25 18:00:00,59153.9,59107.5,59248.9,58993.8,201.94547562,11940227.411588006
2021-11-25 19:00:00,59107.5,58855.5,59266.9,58600.0,380.74290066,22427760.27915932
2021-11-25 20:00:00,58855.5,58869.4,59084.8,58812.8,228.76881412,13482901.26884791
2021-11-25 21:00:00,58869.4,58806.7,59038.6,58664.3,278.68314775,16393220.197845927
2021-11-25 22:00:00,58806.7,58874.0,58889.8,58530.8,182.55106183,10720974.116973622
2021-11-25 23:00:00,58874.0,58952.4,59321.0,58800.0,237.08659018,13996116.99278228
2021-11-26 00:00:00,58956.3,58698.0,59154.9,58649.5,310.95924282,18315534.335874878
2021-11-26 01:00:00,58698.0,58599.7,58878.3,58584.0,190.28127287,11173060.93313417
2021-11-26 02:00:00,58599.6,58182.8,58632.4,58133.3,354.81808312,20720126.867065188
2021-11-26 03:00:00,58182.7,57902.3,58207.6,57849.9,343.87389167,19966704.127322998
2021-11-26 04:00:00,57902.2,57818.8,57998.1,57674.9,274.79325063,15893086.360386997
2021-11-26 05:00:00,57819.0,57840.6,57859.9,57476.2,268.53145623,15488054.507408809
2021-11-26 06:00:00,57840.6,57578.9,57917.0,57444.0,228.47232596,13177239.864284597
2021-11-26 07:00:00,57579.0,56962.5,57748.1,56617.5,529.22305051,30229278.891004164
2021-11-26 08:00:00,56960.0,55174.5,56960.0,54317.4,1964.62805618,109030538.62901552
2021-11-26 09:00:00,55174.5,54886.0,55500.0,54594.9,859.48818201,47315993.493892826
2021-11-26 10:00:00,54887.5,54391.4,54895.9,54315.7,677.49330994,37008085.51131841
2021-11-26 11:00:00,54391.5,53722.8,54855.8,53670.0,1073.52113388,58260924.1438782
2021-11-26 12:00:00,53722.9,54297.7,54385.8,53500.0,756.22044643,40785792.55019343
2021-11-26 13:00:00,54297.9,54598.5,54653.0,53968.2,421.62555343,22878551.391026426
2021-11-26 14:00:00,54598.5,54636.1,54887.5,54302.4,508.41295747,27766514.506889768
2021-11-26 15:00:00,54637.1,54332.1,54637.9,54217.0,401.49345567,21844400.59381585
2021-11-26 16:00:00,54332.2,54281.7,54558.7,54016.0,405.47465652,22015568.73517074
2021-11-26 17:00:00,54278.2,54218.7,54662.4,54165.0,293.71273206,15972573.041363131
2021-11-26 18:00:00,54219.0,54074.0,54344.0,53914.6,401.83364449,21758144.13205193
2021-11-26 19:00:00,54073.9,54325.8,54426.6,53984.9,319.87813003,17355438.069292936
2021-11-26 20:00:00,54325.8,54520.2,54582.2,54205.7,196.52650196,10682988.7063095
2021-11-26 21:00:00,54520.3,53982.9,54564.5,53965.2,211.99615959,11509157.608888974
2021-11-26 22:00:00,53982.9,54057.9,54387.0,53811.0,297.30485468,16093180.36955749
2021-11-26 23:00:00,54057.9,53723.3,54201.5,53516.8,396.17466685,21311370.077828273
2021-11-27 00:00:00,53720.3,54081.5,54626.0,53600.0,407.84966466,22086738.094072577
2021-11-27 01:00:00,54081.6,54168.5,54334.0,53910.7,228.10338129,12350063.612311574
2021-11-27 02:00:00,54168.5,54389.3,54523.0,54129.7,179.10544995,9731853.206973508
2021-11-27 03:00:00,54389.1,54352.8,54605.0,54281.9,215.45130964,11735159.698064499
2021-11-27 04:00:00,54352.9,54479.5,54595.6,54266.0,154.29264392,8402796.244618362
2021-11-27 05:00:00,54479.5,54251.3,54550.5,54250.0,191.13463017,10402032.527057584
2021-11-27 06:00:00,54251.2,54247.0,54486.9,54214.5,213.32273197,11591414.671420552
2021-11-27 07:00:00,54247.1,54394.9,54452.4,54226.3,122.45980195,6654261.96963694
2021-11-27 08:00:00,54394.9,55055.3,55288.0,54394.8,359.49522483,19762352.550331842
2021-11-27 09:00:00,55055.2,54586.2,55155.0,54586.2,252.44315019,13869696.404648164
2021-11-27 10:00:00,54586.2,54718.2,54900.0,54300.0,210.78436001,11508965.144503474
2021-11-27 11:00:00,54718.2,54602.2,54958.8,54532.0,187.33478372,10255123.713326853
2021-11-27 12:00:00,54602.2,54729.7,54825.0,54501.7,179.81518343,9830202.034259984
2021-11-27 13:00:00,54729.8,54996.6,55208.9,54669.8,228.57999398,12570613.774089232
2021-11-27 14:00:00,54996.6,54716.5,55218.0,54694.4,262.31267109,14418199.847893208
2021-11-27 15:00:00,54718.1,54899.2,55001.6,54619.0,162.45051046,8907736.72233811
2021-11-27 16:00:00,54899.2,54906.6,55208.9,54814.4,198.86401507,10946980.842603672
2021-11-27 17:00:00,54906.6,54902.6,55113.9,54830.1,191.95005727,10553377.455409737
2021-11-27 18:00:00,54902.6,54975.1,55031.0,54650.7,219.22551351,12011972.105275271
2021-11-27 19:00:00,54975.2,54935.3,54997.2,54834.9,121.30725462,6662337.186082416
2021-11-27 20:00:00,54935.2,54249.3,55061.0,54123.3,288.17854498,15728271.330703285
2021-11-27 21:00:00,54248.5,54570.0,54662.6,54002.0,317.12734773,17204779.04780115
2021-11-27 22:00:00,54569.4,54840.2,55001.9,54518.2,193.12253557,10568890.63559925
2021-11-27 23:00:00,54840.3,54714.7,54886.1,54362.8,164.29085984,8976499.791400036
2021-11-28 00:00:00,54713.6,54675.4,54818.6,54275.0,235.95957428,12884845.207515955
2021-11-28 01:00:00,54671.0,54222.2,54730.0,54101.8,222.73229151,12106702.364157077
2021-11-28 02:00:00,54220.6,54362.2,54379.2,53650.0,460.92944113,24903505.01580998
2021-11-28 03:00:00,54361.2,54130.9,54437.2,54030.6,200.7377234,10884499.910084687
2021-11-28 04:00:00,54133.5,54045.7,54202.9,53927.9,223.01831721,12058156.244667023
2021-11-28 05:00:00,54045.7,54377.1,54382.9,53966.5,154.7822214,8392689.311970508
2021-11-28 06:00:00,54377.1,54481.7,54587.5,54173.5,142.08327877,7725372.824737847
2021-11-28 07:00:00,54481.7,54516.3,54634.2,54399.9,114.3556315,6232119.609994144
2021-11-28 08:00:00,54516.3,54386.6,54678.7,54224.0,115.68638713,6296371.637577622
2021-11-28 09:00:00,54386.5,54331.4,54477.9,54133.9,151.82927004,8240436.133614447
2021-11-28 10:00:00,54331.3,54731.5,54939.4,54175.6,163.58055235,8917707.211425046
2021-11-28 11:00:00,54731.6,54494.1,54874.9,54442.0,125.16537635,6838692.598617297
2021-11-28 12:00:00,54494.7,54358.4,54631.6,54278.0,169.03685654,9197247.247942785
2021-11-28 13:00:00,54358.5,54277.0,54390.8,54204.0,131.32904084,7129028.941492837
2021-11-28 14:00:00,54277.0,54358.4,54544.0,54043.3,131.31984776,7132727.242734716
2021-11-28 15:00:00,54358.3,54296.1,54443.8,54163.8,126.74923749,6882790.106195791
2021-11-28 16:00:00,54296.0,54183.6,54372.2,53937.1,229.79784653,12435609.316547073
2021-11-28 17:00:00,54183.6,53897.5,54286.1,53790.4,294.25207224,15888457.881375102
2021-11-28 18:00:00,53897.6,54124.4,54184.6,53235.6,566.9595702,30488411.260608707
2021-11-28 19:00:00,54124.3,54628.2,54912.0,54056.3,441.48021628,24097102.33922651
2021-11-28 20:00:00,54628.2,54916.6,55185.3,54628.2,393.62371711,21604789.36004922
2021-11-28 21:00:00,54916.5,56300.0,56406.5,54868.6,697.34087733,38866751.23566349
2021-11-28 22:00:00,56300.0,56040.4,56727.9,56030.4,595.56115927,33603785.96203402
2021-11-28 23:00:00,56040.4,57275.5,57443.9,56040.3,671.78825427,38322462.0675691
2021-11-29 00:00:00,57275.5,57767.9,58000.0,57143.9,527.72500771,30375259.07207737
2021-11-29 01:00:00,57767.8,57642.5,58232.9,57461.6,452.03378114,26107980.04472343
2021-11-29 02:00:00,57642.5,57304.9,57703.1,57268.8,241.77361085,13905335.291534659
2021-11-29 03:00:00,57304.9,57366.3,57411.5,57191.9,240.59210295,13790272.401992846
2021-11-29 04:00:00,57366.4,57255.1,57639.7,57241.9,247.05896109,14186425.978312911
2021-11-29 05:00:00,57255.2,57338.4,57388.3,57217.8,175.85503,10073148.288413474
2021-11-29 06:00:00,57338.5,57431.8,57535.9,57324.6,179.83008422,10325336.09636418
2021-11-29 07:00:00,57431.8,57525.0,57683.3,57390.3,164.59133063,9470292.021507027
2021-11-29 08:00:00,57525.0,57259.7,57625.6,57200.0,182.70162767,10478138.971502014
2021-11-29 09:00:00,57259.8,56861.1,57404.5,56664.5,299.79925765,17096111.779457934
2021-11-29 10:00:00,56861.1,57172.4,57380.1,56796.5,261.5804001,14932435.535780393
2021-11-29 11:00:00,57172.3,56887.8,57294.3,56877.6,189.81289947,10837304.483865457
2021-11-29 12:00:00,56887.8,56895.4,57095.2,56863.6,225.90517603,12866580.886857336
2021-11-29 13:00:00,56895.5,57294.9,57496.3,56873.3,358.08298418,20487067.537396077
2021-11-29 14:00:00,57294.9,57033.5,57420.4,56948.0,213.75375673,12216082.138602156
2021-11-29 15:00:00,57033.5,57125.1,57125.1,56803.8,242.56355127,13816786.298781907
2021-11-29 16:00:00,57125.1,57462.9,57479.6,57005.5,312.92771395,17901567.55543132
2021-11-29 17:00:00,57462.9,58626.6,58863.7,57411.3,866.08857275,50486684.60102774
2021-11-29 18:00:00,58626.6,58640.1,58882.3,58500.0,361.50992961,21201325.911372103
2021-11-29 19:00:00,58640.1,57873.0,58660.4,57792.0,435.2049912,25331762.816046596
2021-11-29 20:00:00,57876.2,58043.6,58246.9,57715.1,303.90188233,17629108.025857553
2021-11-29 21:00:00,58038.5,58268.8,58425.3,57991.0,219.74861087,12797259.958782611
2021-11-29 22:00:00,58268.8,58056.2,58369.9,58015.0,137.92235792,8029164.770886488
2021-11-29 23:00:00,58056.2,57777.4,58096.3,57674.7,241.74629396,13995244.567199001
2021-11-30 00:00:00,57777.4,57703.8,57960.0,57518.2,283.90208264,16386441.811761329
2021-11-30 01:00:00,57703.8,57277.6,57777.0,57059.0,316.07585757,18126377.966745306
2021-11-30 02:00:00,57275.8,57353.6,57525.7,57243.8,153.79991732,8826116.66292585
2021-11-30 03:00:00,57353.5,57093.5,57418.6,56772.0,234.81219251,13405010.350607757
2021-11-30 04:00:00,57093.6,57203.0,57271.1,56997.3,183.63382415,10493264.677604567
2021-11-30 05:00:00,57203.1,56316.1,57287.2,56292.5,367.0643119,20824634.08404008
2021-11-30 06:00:00,56296.2,56535.4,56571.5,55877.1,408.33289393,22957112.536796913
2021-11-30 07:00:00,56535.4,56512.3,56766.2,56215.1,234.19470461,13231437.594066126
2021-11-30 08:00:00,56513.2,56776.8,57369.2,56253.6,317.65853968,18035069.530824244
2021-11-30 09:00:00,56776.3,56741.4,56957.7,56296.2,262.33124132,14852275.283297837
2021-11-30 10:00:00,56741.4,57140.7,57227.9,56588.0,207.46766293,11801791.15509834
2021-11-30 11:00:00,57143.8,57613.7,57711.4,56926.0,347.77709567,19950347.364411276
2021-11-30 12:00:00,57613.8,57815.6,58300.0,57607.8,405.23702538,23510474.14738699
2021-11-30 13:00:00,57815.7,58309.1,58343.9,57628.1,396.50290291,23019909.349152114
2021-11-30 14:00:00,58312.6,58386.0,58541.0,58053.7,376.24070364,21928098.80356838
2021-11-30 15:00:00,58386.0,57221.6,59200.0,57188.0,876.62094967,51342635.20213338
2021-11-30 16:00:00,57222.1,56776.6,57745.4,56511.4,761.93939157,43515454.91180735
2021-11-30 17:00:00,56776.7,57367.6,57586.8,56504.2,441.06201851,25137671.288120996
2021-11-30 18:00:00,57367.5,58319.7,58353.0,57212.6,308.95216321,17823935.618190963
2021-11-30 19:00:00,58321.7,57631.1,58334.1,57400.0,317.74302633,18350030.81729546
2021-11-30 20:00:00,57631.2,57420.9,57756.3,57200.0,277.86631352,15963184.112464882
2021-11-30 21:00:00,57416.9,57091.6,57758.3,56837.3,257.55047169,14741119.87204909
2021-11-30 22:00:00,57091.7,57272.2,57502.8,57010.0,161.39525903,9241706.289981443
2021-11-30 23:00:00,57272.2,56928.1,57394.7,56736.6,261.04621639,14900697.015009055
2021-12-01 00:00:00,56937.8,57589.2,57663.0,56638.6,395.22576554,22627792.766315326
2021-12-01 01:00:00,57589.2,56987.3,57589.2,56934.3,192.10825356,10987250.917511588
2021-12-01 02:00:00,56987.3,57261.6,57359.3,56800.0,206.45865074,11776480.686100101
2021-12-01 03:00:00,57261.8,57355.3,57382.9,57000.6,259.40500295,14837919.738480238
2021-12-01 04:00:00,57355.3,57051.8,57401.2,56982.0,186.64660458,10672706.203855587
2021-12-01 05:00:00,57051.7,56779.7,57118.4,56739.0,212.5982238,12097026.838045908
2021-12-01 06:00:00,56779.6,56923.7,57092.0,56664.1,221.21610502,12587369.136266153
2021-12-01 07:00:00,56923.6,57158.6,57286.0,56804.3,195.67382272,11172096.551111681
2021-12-01 08:00:00,57165.3,56898.5,57808.8,56804.0,425.16227178,24350646.43512115
2021-12-01 09:00:00,56898.5,57101.6,57204.9,56728.2,239.79747383,13661154.261500007
2021-12-01 10:00:00,57097.6,56971.2,57177.2,56850.0,165.0704742,9414230.485004388
2021-12-01 11:00:00,56971.2,57141.5,57213.0,56775.0,209.78147855,11946127.26745785
2021-12-01 12:00:00,57148.6,57093.5,57372.8,57022.3,203.95556079,11663856.847029414
2021-12-01 13:00:00,57093.4,57662.9,57941.8,57046.8,306.50066564,17637157.676108796
2021-12-01 14:00:00,57657.6,58533.9,58728.0,57657.5,576.3593461,33585325.228270225
2021-12-01 15:00:00,58533.9,58620.3,58811.5,58291.8,408.032138,23881513.614370927
2021-12-01 16:00:00,58620.4,58430.1,59038.7,58391.8,439.08519557,25806388.459410146
2021-12-01 17:00:00,58430.2,57989.5,58570.6,57960.7,311.48256979,18179515.017957088
2021-12-01 18:00:00,57989.5,57454.0,58089.9,57394.5,346.06659059,19973995.331018254
2021-12-01 19:00:00,57454.0,57430.4,57692.5,56980.6,410.66621193,23530853.882414725
2021-12-01 20:00:00,57430.4,56769.3,57452.3,56620.0,468.31114148,26713499.48999696
2021-12-01 21:00:00,56769.3,56992.7,57036.0,56450.0,465.27531294,26372404.294886325
2021-12-01 22:00:00,56991.5,57067.0,57142.0,56641.2,203.49544344,11586193.019936286
2021-12-01 23:00:00,57067.1,57187.5,57249.5,56988.8,222.91950475,12736142.621300347
2021-12-02 00:00:00,57187.5,57011.5,57187.6,56693.5,239.0889692,13617421.21425004
2021-12-02 01:00:00,57011.6,57209.0,57371.9,56781.0,240.24018772,13722659.356934309
2021-12-02 02:00:00,57208.8,56932.9,57229.3,56841.2,192.40867159,10963854.421508253
2021-12-02 03:00:00,56932.8,56311.2,56932.9,55752.5,592.35114002,33275797.704549227
2021-12-02 04:00:00,56311.2,56586.7,56588.4,56232.4,74.01343468,4177600.773256184
2021-12-02 05:00:00,56586.7,56586.7,56586.7,56586.7,0.0,0.0
2021-12-02 06:00:00,56586.7,56640.8,56850.0,56318.7,228.02068098,12907709.293793788
2021-12-02 07:00:00,56640.9,56808.6,56952.0,56592.6,198.09747035,11245848.62720859
2021-12-02 08:00:00,56808.5,56956.4,57167.0,56750.6,268.02497067,15266650.826341791
2021-12-02 09:00:00,56956.4,56678.7,57100.0,56588.4,203.83134967,11574776.762587681
2021-12-02 10:00:00,56678.8,56550.5,56795.6,56432.8,227.32202528,12861358.072297495
2021-12-02 11:00:00,56550.6,56315.8,56606.4,56056.0,353.63616419,19918019.031529553
2021-12-02 12:00:00,56311.4,56526.7,56578.6,56029.0,286.51054252,16127896.305507934
2021-12-02 13:00:00,56526.7,56453.6,56614.0,56071.7,282.78530433,15930471.110061616
2021-12-02 14:00:00,56446.8,57110.8,57192.2,56317.5,350.654582,19902843.80985943
2021-12-02 15:00:00,57110.9,56508.4,57372.8,56107.1,386.78594602,21894361.510480255
2021-12-02 16:00:00,56509.0,56332.6,56750.0,56012.1,351.01363375,19775554.034766402
2021-12-02 17:00:00,56332.7,56569.7,56663.1,56265.0,229.65801871,12975568.500040758
2021-12-02 18:00:00,56569.8,56716.7,56723.4,56080.4,236.15081411,13316288.428583235
2021-12-02 19:00:00,56716.7,56607.1,56931.1,56503.8,240.56326336,13643540.578508688
2021-12-02 20:00:00,56607.2,57024.6,57210.0,56543.1,262.49433515,14949257.043601023
2021-12-02 21:00:00,57024.6,56856.0,57035.9,56700.0,203.02605344,11546886.098174367
2021-12-02 22:00:00,56856.1,56844.2,56920.0,56601.0,143.13443732,8123896.646170374
2021-12-02 23:00:00,56844.7,56484.6,56906.3,56369.5,176.19751738,9973978.068856422
2021-12-03 00:00:00,56484.7,56524.2,56769.5,56416.2,195.06217699,11036300.563314693
2021-12-03 01:00:00,56524.2,56498.7,56720.0,56350.0,174.56162004,9870848.802463304
2021-12-03 02:00:00,56498.7,56253.3,56571.8,56083.4,183.98120318,10363709.307811135
2021-12-03 03:00:00,56253.3,56323.0,56548.0,56092.8,161.88389581,9109665.376473228
2021-12-03 04:00:00,56323.1,56584.6,56686.6,56254.5,140.23839378,7928733.86054661
2021-12-03 05:00:00,56582.9,56733.1,57021.5,56412.9,174.60344657,9896944.590744646
2021-12-03 06:00:00,56733.1,56856.5,56969.0,56683.2,124.39044112,7068332.516938166
2021-12-03 07:00:00,56856.4,56741.7,56950.0,56622.0,119.36580123,6778692.838670464
